Panel	Marker	Allele	Size	Short.Name
SGM_Plus_v2	D19S433	16.2	136	testkit
SGM_Plus_v2	D19S433	17	138	testkit
SGM_Plus_v2	D19S433	17.2	140	testkit
SGM_Plus_v2	D19S433	18	142	testkit
SGM_Plus_v2	D19S433	18.2	144	testkit
SGM_Plus_v2	TH 01	3	161	testkit
SGM_Plus_v2	TH 01	4	165	testkit
SGM_Plus_v2	TH 01	5	169	testkit
SGM_Plus_v2	TH 01	5.3	172	testkit
SGM_Plus_v2	TH 01	6	173	testkit
SGM_Plus_v2	TH 01	6.3	176	testkit
SGM_Plus_v2	TH 01	7	177	testkit
SGM_Plus_v2	TH 01	7.3	180	testkit
SGM_Plus_v2	TH 01	8	181	testkit
SGM_Plus_v2	TH 01	8.3	184	testkit
SGM_Plus_v2	TH 01	9	185	testkit
SGM_Plus_v2	TH 01	9.3	188	testkit
SGM_Plus_v2	TH 01	10	189	testkit
SGM_Plus_v2	TH 01	10.3	192	testkit
SGM_Plus_v2	TH 01	11	193	testkit
SGM_Plus_v2	TH 01	12	197	testkit
SGM_Plus_v2	TH 01	13	201	testkit
SGM_Plus_v2	TH 01	13.3	204	testkit
SGM_Plus_v2	FGA	16	211	testkit
SGM_Plus_v2	FGA	16.2	213	testkit
SGM_Plus_v2	FGA	17	215	testkit
SGM_Plus_v2	FGA	17.2	217	testkit
SGM_Plus_v2	FGA	18	219	testkit
SGM_Plus_v2	FGA	18.2	221	testkit
SGM_Plus_v2	FGA	19	223	testkit
SGM_Plus_v2	FGA	19.2	225	testkit
SGM_Plus_v2	FGA	20	227	testkit
SGM_Plus_v2	FGA	20.2	229	testkit
SGM_Plus_v2	FGA	21	231	testkit
SGM_Plus_v2	FGA	21.2	233	testkit
SGM_Plus_v2	FGA	22	235	testkit
SGM_Plus_v2	FGA	22.2	237	testkit
SGM_Plus_v2	FGA	23	239	testkit
SGM_Plus_v2	FGA	23.2	241	testkit
SGM_Plus_v2	FGA	24	243	testkit
SGM_Plus_v2	FGA	24.2	245	testkit
SGM_Plus_v2	FGA	25	247	testkit
SGM_Plus_v2	FGA	25.2	249	testkit
SGM_Plus_v2	FGA	26	251	testkit
SGM_Plus_v2	FGA	26.2	253	testkit
SGM_Plus_v2	FGA	27	255	testkit
SGM_Plus_v2	FGA	27.2	257	testkit
SGM_Plus_v2	FGA	28	259	testkit
SGM_Plus_v2	FGA	28.2	261	testkit
SGM_Plus_v2	FGA	29	263	testkit
SGM_Plus_v2	FGA	29.2	265	testkit
SGM_Plus_v2	FGA	30	267	testkit
SGM_Plus_v2	FGA	30.2	269	testkit
SGM_Plus_v2	FGA	31	271	testkit
SGM_Plus_v2	FGA	31.2	273	testkit
SGM_Plus_v2	FGA	32	275	testkit
SGM_Plus_v2	FGA	32.2	277	testkit
SGM_Plus_v2	FGA	33.2	281	testkit
SGM_Plus_v2	FGA	34.2	285	testkit
SGM_Plus_v2	FGA	42.2	317	testkit
SGM_Plus_v2	FGA	43.2	321	testkit
SGM_Plus_v2	FGA	44.2	325	testkit
SGM_Plus_v2	FGA	45.2	329	testkit
SGM_Plus_v2	FGA	46.2	333	testkit
SGM_Plus_v2	FGA	47.2	337	testkit
SGM_Plus_v2	FGA	48.2	341	testkit
SGM_Plus_v2	FGA	49.2	345	testkit
SGM_Plus_v2	FGA	50.2	349	testkit
SGM_Plus_v2	FGA	51.2	353	testkit
PowerPlex_ESX_16_IDX_v1.0	AMEL	X	81.95	ESX16
PowerPlex_ESX_16_IDX_v1.0	AMEL	Y	87.77	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	8	94.14	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	9	98.28	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	10	102.43	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	11	106.54	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	12	110.67	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	13	114.82	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	14	118.99	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	15	123.07	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	15.2	125.1	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	16	127.14	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	17	131.29	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	17.1	132.33	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	18	135.37	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	19	139.46	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	20	143.57	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	20.1	144.6	ESX16
PowerPlex_ESX_16_IDX_v1.0	D3S1358	21	147.68	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	3	148.86	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	4	152.83	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	5	156.8	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	6	160.78	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	7	164.74	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	8	168.71	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	8.3	171.67	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	9	172.68	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	9.3	175.64	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	10	176.65	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	10.3	179.53	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	11	180.55	ESX16
PowerPlex_ESX_16_IDX_v1.0	TH01	13.3	191.5	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	23.2	196.99	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	24	198.97	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	24.2	200.95	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	24.3	201.94	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	25	202.94	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	25.2	204.93	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	25.3	205.92	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	26	206.92	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	26.2	209.03	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	27	211	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	27.1	212.01	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	27.2	213.01	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	28	215	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	28.1	216.01	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	28.2	217.01	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	28.3	218.02	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	29	219.03	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	29.1	220.04	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	29.2	221.04	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	29.3	222.05	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	30	223.06	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	30.2	225.08	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	30.3	226.09	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	31	227.1	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	31.1	228.09	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	31.2	229.05	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	32	231.16	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	32.1	232.16	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	32.2	233.19	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	33	235.22	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	33.1	236.2	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	33.2	237.17	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	34	239.21	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	34.1	240.23	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	34.2	241.25	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	35	243.29	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	35.1	244.3	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	35.2	245.33	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	36	247.38	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	36.1	248.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	36.2	249.44	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	37	251.32	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	37.2	253.42	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	38	255.43	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	38.2	257.57	ESX16
PowerPlex_ESX_16_IDX_v1.0	D21S11	39	259.48	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	7	280.61	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	8	284.44	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	9	288.26	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	9.2	290.1	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	10	292.09	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	10.2	294.05	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	11	295.92	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	11.2	297.8	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	12	299.67	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	12.2	301.6	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	13	303.53	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	13.2	305.5	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	13.3	306.48	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	14	307.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	14.2	309.32	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	15	311.28	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	15.2	313.22	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	16	315.17	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	16.1	316.13	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	16.2	317.08	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	17	318.99	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	17.2	320.95	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	18	322.91	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	18.1	323.86	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	18.2	324.83	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	19	326.77	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	19.2	328.72	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	20	330.66	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	20.2	332.65	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	21	334.64	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	21.2	336.59	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	22	338.54	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	22.2	340.49	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	23	342.44	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	24	346.35	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	25	350.25	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	26	354.1	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	27	357.95	ESX16
PowerPlex_ESX_16_IDX_v1.0	D18S51	28	361.8	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	8	77.21	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	9	81.23	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	10	85.36	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	11	89.39	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	12	93.52	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	13	97.61	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	14	101.74	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	15	105.85	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	16	109.98	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	17	114.13	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	18	118.3	ESX16
PowerPlex_ESX_16_IDX_v1.0	D10S1248	19	122.38	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	8	126.82	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	9	130.9	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	10	135.06	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	11	139.15	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	12	143.18	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	13	147.3	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	13.3	150.27	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	14	151.35	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	14.3	154.39	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	15	155.48	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	15.3	158.44	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	16	159.53	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	16.3	162.56	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	17	163.57	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	17.1	164.58	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	17.3	166.53	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	18	167.62	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	18.3	170.57	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	19	171.66	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	19.3	174.62	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	20.3	178.67	ESX16
PowerPlex_ESX_16_IDX_v1.0	D1S1656	21	179.7	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	10	191.89	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	11	195.9	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	12	199.76	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	13	203.75	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	14	207.64	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	15	211.56	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	16	215.49	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	17	219.43	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	18	223.38	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	18.3	226.36	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	19	227.35	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	19.3	230.35	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	20	231.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	21	235.38	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	22	239.29	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	23	243.29	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	23.2	245.26	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	23.3	246.24	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	24	247.22	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	24.2	249.22	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	25	251.23	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	26	255.18	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	27	259.13	ESX16
PowerPlex_ESX_16_IDX_v1.0	D2S1338	28	263.08	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	4	269.33	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	5	273.36	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	6	277.36	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	7	281.34	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	8	285.41	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	9	289.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	9.3	292.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	10	293.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	11	297.39	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	11.3	300.39	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	12	301.39	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	12.1	302.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	13	305.42	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	13.3	308.39	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	14	309.38	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	15	313.43	ESX16
PowerPlex_ESX_16_IDX_v1.0	D16S539	16	317.5	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	6	75.46	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	7	78.43	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	8	81.37	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	9	84.34	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	10	87.33	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	11	90.34	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	12	93.29	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	13	96.26	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	14	99.33	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	15	102.35	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	16	105.4	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	17	108.37	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	18	111.44	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	19	114.51	ESX16
PowerPlex_ESX_16_IDX_v1.0	D22S1045	20	117.52	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	10	124.76	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	11	128.9	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	12	132.98	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	13	136.99	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	14	141.01	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	15	145.05	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	15.2	147.07	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	16	149.09	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	17	153.14	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	18	157.11	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	19	161.17	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	20	165.13	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	21	169.17	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	22	173.07	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	23	177.12	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	24	181.09	ESX16
PowerPlex_ESX_16_IDX_v1.0	vWA	25	185.12	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	7	203.73	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	8	207.72	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	9	211.72	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	10	215.73	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	11	219.75	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	12	223.79	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	13	227.75	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	14	231.81	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	15	235.87	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	16	239.86	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	17	243.86	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	18	247.95	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	19	251.97	ESX16
PowerPlex_ESX_16_IDX_v1.0	D8S1179	20	256.05	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	12.2	258.34	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	13	260.28	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	14	264.14	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	15	268.01	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	16	271.87	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	16.1	272.84	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	17	275.73	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	17.2	277.72	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	18	279.55	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	18.2	281.51	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	19	283.38	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	19.2	285.25	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	19.3	286.22	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	20	287.2	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	20.1	288.18	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	20.2	289.16	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	20.3	290.1	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	21	291.03	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	21.2	292.91	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	21.3	293.88	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	22	294.86	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	22.1	295.8	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	22.2	296.74	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	22.3	297.72	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	23	298.69	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	23.1	299.63	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	23.2	300.57	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	23.3	301.55	ESX16
PowerPlex_ESX_16_IDX_v1.0	FGA	24	302.54	ESX16
